err|fields.role|filename|lineno|@timestamp
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:28.540Z
Parent directory of hdfs://hadoop.master.orion.lan:8020/autodeep/jobs/air-three##9223c664-f0bb-11e9-9c53-4ad36f4f5861/model/model##air-three##9223c664-f0bb-11e9-9c53-4ad36f4f5861/round_1/air-three doesn't exist, can't save.|nan|base_worker.py|80|2019-10-17T08:53:27.185Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:31.699Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:38.547Z
[Errno 2] No such file or directory: 'hdfs': 'hdfs'|nan|train_helper.py|481|2019-10-17T08:49:08.034Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:18.549Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:29:01.692Z
[Errno 2] No such file or directory: 'hdfs': 'hdfs'|nan|train_helper.py|163|2019-10-17T08:49:08.046Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:23.612Z
Parent directory of hdfs://hadoop.master.orion.lan:8020/autodeep/jobs/air-four##da3db180-f0bb-11e9-9c53-4ad36f4f5861/model/model##air-four##da3db180-f0bb-11e9-9c53-4ad36f4f5861/round_1/air-four doesn't exist, can't save.|nan|base_worker.py|80|2019-10-17T08:55:28.551Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:08.540Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:46.697Z
Variable rnn/multi_rnn_cell/cell_0/basic_lstm_cell/weights already exists, disallowed. Did you mean to set reuse=True in VarScope? Originally defined at:    File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/contrib/rnn/python/ops/core_rnn_cell_impl.py", line 1044, in _linear     _WEIGHTS_VARIABLE_NAME, [total_arg_size, output_size], dtype=dtype)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/contrib/rnn/python/ops/core_rnn_cell_impl.py", line 241, in __call__     concat = _linear([inputs, h], 4 * self._num_units, True)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/contrib/rnn/python/ops/core_rnn_cell_impl.py", line 713, in __call__     output, new_state = self._cell(inputs, state, scope) |nan|predict_helper.py|75|2019-10-17T06:59:05.628Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:13.543Z
[Errno 2] No such file or directory: 'hdfs': 'hdfs'|nan|train_helper.py|432|2019-10-17T08:49:08.045Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:33.547Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:36.687Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:39.005Z
'time'|nan|train_helper.py|163|2019-10-23T11:10:25.743Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:33.563Z
train_job_not_exist|nan|model_manager_main.py|414|2019-11-29T02:56:28.039Z
('Connection aborted.', RemoteDisconnected('Remote end closed connection without response',))|nan|train_helper.py|163|2019-10-23T11:10:07.602Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:28:26.690Z
predictor_is_not_init.|nan|predict_helper.py|113|2019-10-17T06:59:05.632Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:03.561Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:18.539Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:46.685Z
Parent directory of hdfs://hadoop.master.orion.lan:8020/autodeep/jobs/air-passenger-three##3bfee340-f0bb-11e9-9c53-4ad36f4f5861/model/model##air-passenger-three##3bfee340-f0bb-11e9-9c53-4ad36f4f5861/round_1/air-passenger-three doesn't exist, can't save.|nan|train_helper.py|163|2019-10-17T08:51:02.690Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:08.682Z
('Connection aborted.', RemoteDisconnected('Remote end closed connection without response',))|nan|base_worker.py|80|2019-10-23T11:10:07.625Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:13.566Z
'time'|nan|train_helper.py|163|2019-10-23T11:47:23.342Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:08.553Z
('Connection aborted.', RemoteDisconnected('Remote end closed connection without response',))|nan|train_helper.py|163|2019-10-23T11:10:06.711Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:03.541Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:33.930Z
('Connection aborted.', RemoteDisconnected('Remote end closed connection without response',))|nan|base_worker.py|80|2019-10-23T11:10:06.727Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:28.541Z
'time'|nan|base_worker.py|80|2019-10-23T11:47:18.670Z
'Graph' object has no attribute 'close'|nan|predict_helper.py|75|2019-10-17T07:08:12.052Z
loss() missing 1 required positional argument: 'label'|nan|base_worker.py|80|2019-10-23T10:54:06.164Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:48.609Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:58.672Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:28.555Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:06.680Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:43.533Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:36.722Z
'Graph' object has no attribute 'close'|nan|predict_helper.py|113|2019-10-17T07:25:15.242Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:56.687Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:53.674Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:16.742Z
'time'|nan|train_helper.py|163|2019-10-23T11:10:23.693Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:48.558Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:13.548Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:41.698Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:58.525Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:51.683Z
predictor_is_not_init.|nan|predict_helper.py|113|2019-10-17T07:08:12.056Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:11.683Z
predictor_is_not_init.|nan|predict_helper.py|113|2019-10-17T07:06:15.093Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:45:53.537Z
predict_result_info_not_exist|nan|model_manager_main.py|322|2019-11-15T02:33:16.817Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:53.559Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:13.609Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:53.541Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:51.688Z
'time'|nan|predict_helper.py|114|2019-11-15T07:51:16.792Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:16.678Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:45:08.530Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:46.769Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:58.608Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:26.679Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:53.602Z
Solver newton-cg supports only l2 penalties, got l1 penalty.|nan|base_worker.py|80|2019-10-15T03:51:41.883Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:46:08.529Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:01.677Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:32:31.686Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:31.684Z
Solver newton-cg supports only l2 penalties, got l1 penalty.|nan|base_worker.py|80|2019-10-15T03:51:49.893Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:08.549Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:48.564Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:08.546Z
'time'|nan|base_worker.py|80|2019-10-23T11:10:23.757Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,61], [3].|nan|train_helper.py|163|2019-10-17T11:38:50.424Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:11.680Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:28.544Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:11.680Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:43.548Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:33.590Z
[Errno 2] No such file or directory: 'hdfs': 'hdfs'|nan|base_worker.py|80|2019-10-17T08:49:08.058Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:53.554Z
Solver newton-cg supports only l2 penalties, got l1 penalty.|nan|train_helper.py|163|2019-10-15T03:51:41.815Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,61], [3].|nan|base_worker.py|80|2019-10-17T11:38:50.445Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:26.833Z
Solver newton-cg supports only l2 penalties, got l1 penalty.|nan|train_helper.py|163|2019-10-15T03:51:49.863Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:23.562Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:16.825Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:53.548Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:13.536Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:36:48.620Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:28.544Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:53.536Z
Parent directory of hdfs://hadoop.master.orion.lan:8020/autodeep/jobs/air-three##ad40b392-f0c2-11e9-9c53-4ad36f4f5861/model/model##air-three##ad40b392-f0c2-11e9-9c53-4ad36f4f5861/round_1/air-three doesn't exist, can't save.|nan|train_helper.py|163|2019-10-17T09:44:19.284Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:45:43.535Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:43.569Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:18.533Z
Parent directory of hdfs://hadoop.master.orion.lan:8020/autodeep/jobs/air-three##ad40b392-f0c2-11e9-9c53-4ad36f4f5861/model/model##air-three##ad40b392-f0c2-11e9-9c53-4ad36f4f5861/round_1/air-three doesn't exist, can't save.|nan|base_worker.py|80|2019-10-17T09:44:19.298Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:48.533Z
Attempting to use uninitialized value fc_layer02/biases 	 [[Node: fc_layer02/biases/read = Identity[T=DT_FLOAT, _class=["loc:@fc_layer02/biases"], _device="/job:localhost/replica:0/task:0/cpu:0"](fc_layer02/biases)]]  Caused by op 'fc_layer02/biases/read', defined at:   File "/home/liuqw/.pycharm_helpers/pydev/pydevd.py", line 1664, in <module>     main()   File "/home/liuqw/.pycharm_helpers/pydev/pydevd.py", line 1658, in main     globals = debugger.run(setup['file'], None, None, is_module)   File "/home/liuqw/.pycharm_helpers/pydev/pydevd.py", line 1068, in run     pydev_imports.execfile(file, globals, locals)  # execute the script   File "/home/liuqw/.pycharm_helpers/pydev/_pydev_imps/_pydev_execfile.py", line 18, in execfile     exec(compile(contents+"\n", file, 'exec'), glob, loc)   File "/home/liuqw/workspace/phoenix/main/predict_worker_main.py", line 45, in <module>     main(sys.argv)   File "/home/liuqw/workspace/phoenix/main/predict_worker_main.py", line 41, in main     predict_worker.do_work_loop()   File "/home/liuqw/workspace/phoenix/engine/worker/base_worker.py", line 68, in do_work_loop     job_result = self._do_job_internal(job)   File "/home/liuqw/workspace/phoenix/engine/worker/predict/predict_worker.py", line 47, in _do_job_internal     self.__predict_helper.do_predict_job_loop(model_instance)   File "/home/liuqw/workspace/phoenix/engine/worker/predict/predict_helper.py", line 69, in do_predict_job_loop     next(predict_controller)   File "/home/liuqw/workspace/phoenix/predictor/tensorflow_predictor.py", line 46, in predict     self.__net_output = self._load_model()   File "/home/liuqw/workspace/phoenix/predictor/tensorflow_predictor.py", line 79, in _load_model     self.__feature_ph, self.__model_schema, self.__keep_pro_ph_dict)   File "/home/liuqw/workspace/phoenix/trainer/tensorflow/tf_helper.py", line 597, in create_model     output_layer = layer_creator(TFHelper, pre_output, layer_schema)   File "/home/liuqw/workspace/phoenix/trainer/tensorflow/tf_helper.py", line 137, in create_full_connected_layer     name="biases")   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/ops/variables.py", line 197, in __init__     expected_shape=expected_shape)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/ops/variables.py", line 316, in _init_from_args     self._snapshot = array_ops.identity(self._variable, name="read")   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/ops/gen_array_ops.py", line 1338, in identity     result = _op_def_lib.apply_op("Identity", input=input, name=name)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py", line 768, in apply_op     op_def=op_def)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/framework/ops.py", line 2336, in create_op     original_op=self._default_original_op, op_def=op_def)   File "/home/liuqw/.pyenv/versions/env_phoenix/lib/python3.6/site-packages/tensorflow/python/framework/ops.py", line 1228, in __init__     self._traceback = _extract_stack()  FailedPreconditionError (see above for traceback): Attempting to use uninitialized value fc_layer02/biases 	 [[Node: fc_layer02/biases/read = Identity[T=DT_FLOAT, _class=["loc:@fc_layer02/biases"], _device="/job:localhost/replica:0/task:0/cpu:0"](fc_layer02/biases)]] |nan|predict_helper.py|113|2019-10-17T09:31:07.644Z
'time'|nan|train_helper.py|163|2019-10-23T11:47:20.847Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,61], [3].|nan|train_helper.py|163|2019-10-17T11:50:12.724Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:34:53.554Z
'time'|nan|base_worker.py|80|2019-10-23T11:10:23.004Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:43.547Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:01.679Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:41.677Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:33.604Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:35:11.712Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:43.536Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,61], [3].|nan|train_helper.py|163|2019-10-17T11:45:10.461Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:23.540Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:46.674Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,61], [3].|nan|base_worker.py|80|2019-10-17T11:45:10.483Z
'time'|nan|base_worker.py|80|2019-10-23T11:55:35.378Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:01.707Z
'time'|nan|train_helper.py|163|2019-10-23T11:47:25.975Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:03.565Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:54.029Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:11.665Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,76], [3].|nan|train_helper.py|163|2019-10-17T09:29:24.238Z
'time'|nan|base_worker.py|80|2019-10-23T11:55:30.222Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:23.541Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:06.704Z
Solver newton-cg supports only l2 penalties, got l1 penalty.|nan|base_worker.py|80|2019-10-15T03:52:00.723Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:46.683Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:35:03.545Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:06.694Z
'time'|nan|train_helper.py|163|2019-10-23T11:55:32.784Z
Dimension must be 2 but is 3 for 'rnn_layer01/transpose' (op: 'Transpose') with input shapes: [?,61], [3].|nan|base_worker.py|80|2019-10-17T11:50:12.748Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:48.537Z
Solver newton-cg supports only l2 penalties, got l1 penalty.|nan|train_helper.py|163|2019-10-15T03:52:00.683Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:44:56.698Z
'time'|nan|train_helper.py|163|2019-10-23T11:55:37.926Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:37:18.613Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:21.691Z
'time'|nan|train_helper.py|163|2019-10-23T11:55:35.357Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:26.664Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:35:07.299Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:03.543Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:16.675Z
'time'|nan|base_worker.py|80|2019-10-23T11:55:37.952Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:56.681Z
'time'|nan|train_helper.py|163|2019-10-23T11:10:25.843Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:21.671Z
'time'|nan|train_helper.py|163|2019-10-23T11:47:18.652Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:45:48.531Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:33:21.710Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:36.677Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:46:18.542Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:43.553Z
'time'|nan|base_worker.py|80|2019-10-23T11:47:23.359Z
'time'|nan|base_worker.py|80|2019-10-23T11:47:20.866Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:23.559Z
mean_squared_error() got an unexpected keyword argument 'logits'|nan|base_worker.py|80|2019-10-19T08:48:12.488Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:13.628Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:56.684Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:46:23.553Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:18.548Z
func |do_train_job| call timeout.|nan|base_worker.py|80|2019-10-23T15:03:09.580Z
'time'|nan|train_helper.py|163|2019-10-23T11:55:30.202Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:34:31.716Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:44:38.537Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:48:01.663Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:56.665Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:03.564Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:41.680Z
'time'|nan|base_worker.py|80|2019-10-23T11:47:25.996Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:31.666Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:45:03.591Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:47:11.671Z
nan|nan|base_worker.py|80|2019-10-19T08:50:13.336Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:06.667Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:38:23.547Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:47:31.660Z
'time'|nan|base_worker.py|80|2019-10-23T11:10:25.784Z
'time'|nan|base_worker.py|80|2019-10-23T11:55:32.809Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:23.560Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:56.678Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:23.543Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:47:01.662Z
'time'|nan|base_worker.py|80|2019-10-23T11:10:25.906Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:51.665Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:46:28.539Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:01.694Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:39:33.571Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:47:36.663Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:11.667Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:46:33.562Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:36.665Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:18.547Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:46.665Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:45:41.670Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:28.539Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:36.662Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:51.670Z
could not convert string to float: 'W'|nan|train_helper.py|481|2019-10-15T05:06:39.826Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:21.666Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:43.536Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:31.670Z
could not convert string to float: 'W'|nan|base_worker.py|80|2019-10-15T05:06:39.841Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:43:33.562Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:47:06.670Z
could not convert string to float: 'W'|nan|train_helper.py|432|2019-10-15T05:06:40.150Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:33.562Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:47:21.674Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:50:26.696Z
could not convert string to float: 'W'|nan|train_helper.py|481|2019-10-15T05:06:44.054Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:48:36.674Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:41:03.534Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:47:26.659Z
could not convert string to float: 'W'|nan|train_helper.py|163|2019-10-15T05:06:44.077Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:48:51.671Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:42:38.552Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:48:26.673Z
could not convert string to float: 'W'|nan|train_helper.py|481|2019-10-15T05:06:39.808Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:16.665Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:50:31.675Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:49:36.675Z
train_result_not_exist|nan|model_manager_main.py|237|2019-08-02T03:40:38.541Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:48:46.685Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:48:56.662Z
could not convert string to float: 'W'|nan|train_helper.py|163|2019-10-15T05:06:39.821Z
job_progress: 0.5  has type JobProgress, but expected one of: int, long, float|nan|model_manager_main.py|380|2019-11-15T02:46:26.685Z
